"COU","Country","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SAU","Saudi Arabia","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.3,,
"SAU","Saudi Arabia","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.3,,
"SAU","Saudi Arabia","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.3,,
"SAU","Saudi Arabia","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,16.4,,
"SAU","Saudi Arabia","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,16.4,,
"SAU","Saudi Arabia","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,16.4,,
"SAU","Saudi Arabia","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,17,,
"SAU","Saudi Arabia","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,17,,
"SAU","Saudi Arabia","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,17,,
"SAU","Saudi Arabia","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,2.3,,
"SAU","Saudi Arabia","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,73.7,,
"SAU","Saudi Arabia","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,76.5,,
"SAU","Saudi Arabia","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,14.1,,
"SAU","Saudi Arabia","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,16,,
"SAU","Saudi Arabia","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,5.3,,
"SAU","Saudi Arabia","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,99802.4,,
"SAU","Saudi Arabia","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,26614,,
"SVN","Slovenia","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,62,,
"SVN","Slovenia","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,62,,
"SVN","Slovenia","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,62,,
"SVN","Slovenia","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,62,,
"SVN","Slovenia","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,62.3,,
"SVN","Slovenia","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,42,,
"SVN","Slovenia","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,41.4,,
"SVN","Slovenia","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,62.3,,
"SVN","Slovenia","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,42,,
"SVN","Slovenia","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,41.4,,
"SVN","Slovenia","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,62.3,,
"SVN","Slovenia","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,42,,
"SVN","Slovenia","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,41.4,,
"SVN","Slovenia","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,87.3,,
"SVN","Slovenia","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,63.3,,
"SVN","Slovenia","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,59.2,,
"SVN","Slovenia","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,87.3,,
"SVN","Slovenia","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,63.3,,
"SVN","Slovenia","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,59.2,,
"SVN","Slovenia","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,87.3,,
"SVN","Slovenia","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,63.3,,
"SVN","Slovenia","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,59.2,,
"SVN","Slovenia","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.4,,
"SVN","Slovenia","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,9,,
"SVN","Slovenia","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,8.9,,
"SVN","Slovenia","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15,,
"SVN","Slovenia","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,10,,
"SVN","Slovenia","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.1,,
"SVN","Slovenia","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,18.7,,
"SVN","Slovenia","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.6,,
"SVN","Slovenia","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.7,,
"SVN","Slovenia","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,21,,
"SVN","Slovenia","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.2,,
"SVN","Slovenia","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.3,,
"SVN","Slovenia","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,33.7,,
"SVN","Slovenia","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,0,,
"SVN","Slovenia","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,13.9,,
"SVN","Slovenia","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.6,,
"SVN","Slovenia","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,78.3,,
"SVN","Slovenia","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,83.8,,
"SVN","Slovenia","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,17.6,,
"SVN","Slovenia","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,21.3,,
"SVN","Slovenia","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,73.5,,
"SVN","Slovenia","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,27.3,,
"SVN","Slovenia","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,6.6,,
"SVN","Slovenia","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,34.7,,
"SVN","Slovenia","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,61.5,,
"SVN","Slovenia","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,60.5,,
"SVN","Slovenia","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,20.7,,
"SVN","Slovenia","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,25.6,,
"SVN","Slovenia","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,20424.3,,
"SVN","Slovenia","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,23328.6,,
"SVN","Slovenia","PEN27","Projections of public expenditure on pensions (%GDP)","2020","2020","PC","Percentage","0","Units",,,11,,
"ZAF","South Africa","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,60,,
"ZAF","South Africa","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,60,,
"ZAF","South Africa","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,60,,
"ZAF","South Africa","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,60,,
"ZAF","South Africa","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,29.8,,
"ZAF","South Africa","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,14.9,,
"ZAF","South Africa","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,7.4,,
"ZAF","South Africa","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,29.8,,
"ZAF","South Africa","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,14.9,,
"ZAF","South Africa","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,7.4,,
"ZAF","South Africa","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,32.8,,
"ZAF","South Africa","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,32.8,,
"ZAF","South Africa","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,32.8,,
"ZAF","South Africa","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,29.8,,
"ZAF","South Africa","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,16.2,,
"ZAF","South Africa","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,8.8,,
"ZAF","South Africa","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,29.8,,
"ZAF","South Africa","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,16.2,,
"ZAF","South Africa","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,8.8,,
"ZAF","South Africa","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,35.4,,
"ZAF","South Africa","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,38.8,,
"ZAF","South Africa","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,42.6,,
"ZAF","South Africa","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,4.5,,
"ZAF","South Africa","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,2.3,,
"ZAF","South Africa","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,1.1,,
"ZAF","South Africa","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,5.6,,
"ZAF","South Africa","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,1.4,,
"ZAF","South Africa","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,2.8,,
"ZAF","South Africa","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,4.5,,
"ZAF","South Africa","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,2.4,,
"ZAF","South Africa","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,1.3,,
"ZAF","South Africa","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,5.6,,
"ZAF","South Africa","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,3.1,,
"ZAF","South Africa","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,1.7,,
"ZAF","South Africa","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,2.4,,
"ZAF","South Africa","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,60.2,,
"ZAF","South Africa","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,67.1,,
"ZAF","South Africa","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,11.5,,
"ZAF","South Africa","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,14.7,,
"ZAF","South Africa","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,48,,
"ZAF","South Africa","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,23.9,,
"ZAF","South Africa","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,9.7,,
"ZAF","South Africa","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,9.6,,
"ZAF","South Africa","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,14.2,,
"ZAF","South Africa","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,21.4,,
"ZAF","South Africa","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,150000,,
"ZAF","South Africa","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,9105.7,,
"OAVG","OECD - Average","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,64.2,,
"OAVG","OECD - Average","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,63.4,,
"OAVG","OECD - Average","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,66.1,,
"OAVG","OECD - Average","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,65.5,,
"OAVG","OECD - Average","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,64.5,,
"OAVG","OECD - Average","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,51.8,,
"OAVG","OECD - Average","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,44.4,,
"OAVG","OECD - Average","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,64,,
"OAVG","OECD - Average","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,50.9,,
"OAVG","OECD - Average","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,43.7,,
"OAVG","OECD - Average","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,70.5,,
"OAVG","OECD - Average","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,58,,
"OAVG","OECD - Average","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,50.8,,
"OAVG","OECD - Average","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,74.4,,
"OAVG","OECD - Average","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,62.4,,
"OAVG","OECD - Average","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,54.9,,
"OAVG","OECD - Average","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.7,,
"OAVG","OECD - Average","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,61.3,,
"OAVG","OECD - Average","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,54,,
"OAVG","OECD - Average","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,81.2,,
"OAVG","OECD - Average","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,69.4,,
"OAVG","OECD - Average","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,62.5,,
"OAVG","OECD - Average","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.8,,
"OAVG","OECD - Average","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.4,,
"OAVG","OECD - Average","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,8,,
"OAVG","OECD - Average","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13,,
"OAVG","OECD - Average","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,8.8,,
"OAVG","OECD - Average","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.3,,
"OAVG","OECD - Average","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.6,,
"OAVG","OECD - Average","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.3,,
"OAVG","OECD - Average","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.9,,
"OAVG","OECD - Average","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15,,
"OAVG","OECD - Average","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.5,,
"OAVG","OECD - Average","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.9,,
"OAVG","OECD - Average","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.7,,
"OAVG","OECD - Average","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,77.9,,
"OAVG","OECD - Average","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,83.3,,
"OAVG","OECD - Average","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,18.1,,
"OAVG","OECD - Average","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,21.3,,
"OAVG","OECD - Average","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,71.7,,
"OAVG","OECD - Average","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,50.4,,
"OAVG","OECD - Average","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,22.9,,
"OAVG","OECD - Average","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,30.4,,
"OAVG","OECD - Average","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,63.8,,
"OAVG","OECD - Average","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,62.4,,
"OAVG","OECD - Average","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,19.5,,
"OAVG","OECD - Average","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,23.8,,
"OAVG","OECD - Average","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,39178.3,,
"BGR","Bulgaria","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,57.3,,
"BGR","Bulgaria","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,57.3,,
"BGR","Bulgaria","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,57.3,,
"BGR","Bulgaria","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,57.3,,
"BGR","Bulgaria","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,57.3,,
"BGR","Bulgaria","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,57.3,,
"BGR","Bulgaria","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.8,,
"BGR","Bulgaria","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,73.8,,
"BGR","Bulgaria","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.8,,
"BGR","Bulgaria","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.8,,
"BGR","Bulgaria","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,73.8,,
"BGR","Bulgaria","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.8,,
"BGR","Bulgaria","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.8,,
"BGR","Bulgaria","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,73.8,,
"BGR","Bulgaria","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,73.8,,
"BGR","Bulgaria","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.2,,
"BGR","Bulgaria","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.2,,
"BGR","Bulgaria","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.2,,
"BGR","Bulgaria","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.4,,
"BGR","Bulgaria","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.4,,
"BGR","Bulgaria","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.4,,
"BGR","Bulgaria","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.9,,
"BGR","Bulgaria","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.9,,
"BGR","Bulgaria","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.9,,
"BGR","Bulgaria","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.3,,
"BGR","Bulgaria","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.3,,
"BGR","Bulgaria","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.3,,
"HRV","Croatia","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,57,,
"HRV","Croatia","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,38,,
"HRV","Croatia","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,38,,
"HRV","Croatia","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,57,,
"HRV","Croatia","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,38,,
"HRV","Croatia","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,38,,
"HRV","Croatia","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,71.3,,
"HRV","Croatia","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,52.7,,
"HRV","Croatia","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,54.4,,
"HRV","Croatia","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,71.3,,
"HRV","Croatia","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,52.7,,
"HRV","Croatia","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,54.4,,
"HRV","Croatia","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,71.3,,
"HRV","Croatia","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,52.7,,
"HRV","Croatia","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,54.4,,
"HRV","Croatia","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11,,
"HRV","Croatia","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,7.3,,
"HRV","Croatia","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,7.3,,
"HRV","Croatia","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11,,
"HRV","Croatia","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,7.3,,
